userName,score,at,content
Gabrella manasye Yansianek gerung,5,2023-09-08 16:53:49,Apk nya sangat bangus
Vall Saputra,5,2023-09-08 16:53:09,"Very good, let's all download Discord now"
Rifqi Al Mundzir (Uncill),1,2023-09-08 16:06:58,selalu error
deborah yua,1,2023-09-08 15:09:36,Bisa gila w login kgk bisa register kgk bisa modyar
Mutiara Zhuleika Zhia,3,2023-09-08 14:09:44,Microphone is not working and teh video too.
Renaldy Sangadi,1,2023-09-08 14:01:27,Login susah bnget
Shinn Voldigoad,1,2023-09-08 12:32:55,"discord saya selalu muncul tulisan ""connecting"" sangat mengganggu"
Davis Aji,3,2023-09-08 11:19:24,"Sayang sekali 1 perangkat android hanya bisa 1 akun discord, minimal bisa 3 lah."
Raya Cahya,5,2023-09-08 10:43:54,"Memudahkan untuk berhubungan dengan temen dalam jarak jauh, dapat digunakan untuk kebutuhan apapun baik untuk berdiskusi ataupun bermain game online bersama, dengan koneksi yang selalu stabil memperlancar berkomunikasi dalam kegiatan apapun, sangat di rekomendasikan bagi orang yang sering bermain game online dengan temannya."
Ridho Harry,2,2023-09-08 10:37:27,"Kenapa yah sering banget terjadi bug mic? biasanya bug mic nya itu kayak ga ada suaranya dan saat teman kita berbicara suara temen kita ga bisa kedengaran, aneh banget mintol yah developer nya tolong di perbaiki bug micnya yah😊"
Skiddie819,5,2023-09-08 08:53:15,Connecting everyone
Richi Bagus,3,2023-09-08 07:13:47,"Bisakah developer menambahkan bahasa Indonesia? Untuk sementara bintang 3 dulu, setelah ada bahasa Indonesia bintang 5 dari saya"
Randy Fazril,5,2023-09-08 06:20:47,Great
Yu,2,2023-09-08 04:55:57,"KOCAKKK INI KENAPA GABISA VERIFIKASI,UDAH BERKALI KALI DICOBA TETEP GABISAAA"
Hani Fatimah (NPM 202301500021),1,2023-09-08 03:12:07,gabisa login pepek
Naufal Nabil abrar,5,2023-09-08 01:51:07,Aplikasi sirkel
sulistyo rabono,5,2023-09-07 22:37:23,ok
Zulfan Ramadhan,1,2023-09-07 14:53:50,Pas login pw udh bner mlah invalid
Mizu,5,2023-09-07 14:37:13,"Keren coy,klo kalian Gapunya teman (friendless) kalian Cocok buat download Apk ini terus kalian nyari aja link server di tiktok atau apalah,biasanya ada. Ini aplikasi nya kaya WA, jadi yah kek gitu. kalian bisa bikin server sepuasnya terus link nya bagiin ke orang lain biar dia masuk ke Server kamu(jika tertarik). (( beberapa server ada yang NSFW dan SFW !!, jadi kalian hati hati saja Jika Memilih server.)) Nsfw : not safe for work (18+) SFW : safe for work"
Baihaqi Abiza,5,2023-09-07 13:33:08,Mantap
ASKAO ASKAO RAYU,5,2023-09-07 12:29:16,Bagus si tapi kalo bisah ditaro gema gema oflen supaya kalo gak ada data kita bisah discor
kenzo akmaru,1,2023-09-07 12:24:47,Tololll makin ribet aja lu discord bangst. Gw gk bisa verifikasi kontollll. Padahal semua ny sdh bener. Devlop nya kek bgst
Kota Amu,5,2023-09-07 11:51:23,kerenn
Muhammad Sururi,5,2023-09-07 11:50:31,"App paling aman cuma terkadang ada pengguna yang sok""an jadi admin disalah satu group dan menjebak seseorang agar bisa mendapatkan keuntungan, kalo bisa ditambah lagi keamanan agar setiap link yang dishare oleh orang lain yang dapat membahayakan untuk pengguna diblokir atau diberikan peringatan bahwa link ini berbahaya gtuh aja si, Jadi pengguna awan yg tidak paham bisa aman."
unknown,5,2023-09-07 10:45:46,Nice
Ahmad Fauzan,3,2023-09-07 10:07:52,"Saya punya akun dan saya pada waktu itu men uninstal discord, dan ketika saya mau login ke akun yang dulu sering saya pakai, tetapi kenapa malah email saya di anggap sudah ada akun baru yang terdeteksi?? APA MAKSUDNYA!! SAYA SUDAH BERULANG KALI BAHKAN PASSWORD NYA SUDAH SAYA RESET, DAN BERBAGAI CARA SAYA COBA TAPI KENAPA ITU MASIH GAK BISA JUGA??? TOLONG DONG PIHAK DISCORD MEMPERSULIT HACKER BOLEH TAPI JANGAN SAMPAI LAH PULA YANG PUNYA AKUN ITU SENDIRI DI PERSULIT SAYA SAMPE KESAL!!"
Gede Bagus,5,2023-09-07 09:15:42,such bnmp Weibo pondok indah
Evan,1,2023-09-07 06:56:51,Saya benci ini soalnya klo pengen ngehact harus vertifikasi dulu tapi gak bisa tolong hapus fitur vertifikasi!
Hery Rahman,5,2023-09-07 05:21:01,mantap
Surjanto Kusnin (Phigting_medkit),5,2023-09-07 04:39:24,Roblox is this Voice Chat?
bem kzn,2,2023-09-07 04:08:10,too many bugs! desktop ver is so cool mobile version is kinda garbage
Ryan Septianto,2,2023-09-07 03:19:11,Sering terjadi kesalahan saat verifikasi nomor telepon karena saat memasukan kode verifikasi terjadi invalid code
Fardian Gmail,5,2023-09-07 01:19:00,Sangat berguna
Demitria Hari,5,2023-09-07 00:45:10,Karna saya bisa mengobrol teman saya dari jauh atau dekat :)
DiabloTzy,1,2023-09-06 16:23:13,Aplikasi sampah
Faried Mufroni,5,2023-09-06 15:39:19,Nice app
KAFA,1,2023-09-06 15:13:21,Dgn yg terhormat pihak DC tolong tambahkan tanda lahir nya jadi bingung ku harap si begitu ditambahin tanda lahirnya age oldnya biar tidak susah susah lewat website gitu makasih
Fajar Ardiansyah,4,2023-09-06 13:38:23,Nice👌
Ahmad Efendi,1,2023-09-06 13:00:22,APlikasi tolol disuruh login malah error
Alexander Satrio Adi Nugroho,5,2023-09-06 12:38:44,This is good application
DASH 7733,5,2023-09-06 11:08:47,Ini aplikasi bagus
Lingling Natalia,5,2023-09-06 10:34:47,Good
isal,5,2023-09-06 09:21:49,aplikasi nya bagus banget di banding wa say saran kan tambahkan bahasa Indonesia agar lebih bagus kedepannya
Q000,5,2023-09-06 09:18:51,Tolong update kali aga ngelek
Giovanni Johnson,1,2023-09-06 08:58:35,bintang satu gak bisa bikin akun !!!!!! jelekkkkkkk
Lukas Simanjuntak,5,2023-09-06 08:37:31,Cool
someone,5,2023-09-06 06:49:03,Ok
Setyo Widodo,1,2023-09-06 06:04:46,Kenapa saya tidak bisa login kembali
Rio Hardiansyah,2,2023-09-06 04:45:18,"Gw udah login terus kenapa tiba"" Ter logout sendiri terus pas login kembali kode verifikasi nya tidak di terima"
Farrel Ardan,1,2023-09-06 03:48:26,Banyak bandar bokep bjir
Alex Gustiawan (Bg Ayex),1,2023-09-06 03:45:55,Mengalami Paksa Berhenti Aplikasi Discord Sendok
Vexsana Mutia,1,2023-09-06 03:13:39,Kanapa aku pas mau bikn akun malh ga bisa pencet tanggal dan lahirnya ?
Aninda Makayla,5,2023-09-06 03:08:14,NICE SO COOL ✨:3
Opet Bau,5,2023-09-06 02:21:37,Baik
Yangzx Zips,1,2023-09-06 00:45:57,"Ada masalah dengan salah satu akun saya dimana ketika saya pergi ke sebuah channel layar hanya menampilkan warna abu seperti sedang memuat setelah menunggu lama pun tetap sama,tolong segera perbaiki"
BANG DOYS,1,2023-09-05 22:13:01,Mau masuk aja susah email sama password juga udah bener ga masuk masuk
Fred Tasau,3,2023-09-05 18:04:13,Coba dulu lah
Bocah Petualang,1,2023-09-05 15:34:41,Aplikasi cacat banyak bug
Maliki Zidane,5,2023-09-05 15:33:13,Pengen aja ngerate 5
Mingo,4,2023-09-05 15:06:57,I like the app but i think the biggest letdown for me is how many features are locked behind Nitro
Jalal Farap,5,2023-09-05 14:37:33,Ada sulup gk dari
Agus Setyono,5,2023-09-05 14:01:03,"Bagus buat bergabung dlm berbagai game moba disini,,makasih udh buat apk grup Mabar gini,,😁😁♥️♥️♥️♥️"
fatah Qoyri,5,2023-09-05 13:20:44,Sangat keren
belva 2,4,2023-09-05 13:09:45,I got a friend from here
Funtime Foxy 麒麟,4,2023-09-05 12:42:47,"The new app has several bugs. Device: Samsung A34 5G OneUI 5.1 Android 13 1. Channels are not showing on a server. When I was in a server, the main chat channel didn't show up. To fix this, I need to log out and re-login to Discord. 2. The app sometimes bugged and thinks I am in landscape mode. This caused the channel selection to show only partly and images sent to be cropped on the right side and thus not showing the entire image on the preview. Those are my main concerns for now."
Blake Griffith,1,2023-09-05 12:16:47,Kode nya mna ini gk dateng² gmna si apk nya
NADHIF FAVIAN,1,2023-09-05 11:04:48,Mau login jelasss di persuliiit pw betul email betul salahin ajaaaa
maysa imupp :p,5,2023-09-05 10:44:59,gatau pokoknya bnyk kenangan dsni
Sabqi Nararya,5,2023-09-05 10:05:51,Good
Nabil,4,2023-09-05 09:27:04,Saya tidak bisa masuk
Muhamad Hafizarahman,1,2023-09-05 09:26:37,gajelass gabisa login padahal baru di ganti password masih aja gabisa
[BLANK],5,2023-09-05 09:11:00,Nais
Hendri Sihombing,1,2023-09-05 08:25:04,"Banyak bug,, jiji banget najis"
Utun 2018,5,2023-09-05 03:25:43,mantap dan bagus
Saipul,5,2023-09-05 01:43:03,Good luck
Terry Ang,1,2023-09-05 01:21:30,"Discord sekarang makin diupdate uinya makin norak, penggunaannya ribet sekali. Mending discord android yang dulu aja dah"
NAUFAL FARHAN AMIEN,5,2023-09-05 00:27:35,Cool
Mama Akbar dari,5,2023-09-04 23:25:22,Bugus
Keiji Kurai,5,2023-09-04 22:21:02,Enak kalo lu punya cirkel
Ridwan Manvil,3,2023-09-04 21:55:43,Ngga ada bahasa Indonesia nya
ADIB jijan mawla Janna,5,2023-09-04 20:50:38,Aku sangat menyukai ini pengirim pesan yang terbaik untuk antar negara dan YouTubers yang suka kolaborasi ini harus ada
Hazel Nute,1,2023-09-04 18:50:36,Banyak bug nya
erikson immanuel,2,2023-09-04 17:41:29,"WOI INI PAS SHARESCREEN KAGA ADA SUARA NYA SI, GIMANA INI ANEH"
18_Risqin Zakiyyan A,5,2023-09-04 17:11:06,🗿
RIZQI DWI ARDMANA,5,2023-09-04 15:23:57,Nice apps
Imam samudra,5,2023-09-04 15:21:55,Bagus
Welly Kho,5,2023-09-04 13:40:53,Nice game
M. Zakiyannafsi Ammar,5,2023-09-04 12:56:45,"Fiturnya lengkap dan keren, syng ada opsi yg hrus bayar"
Nashir R.R.,5,2023-09-04 12:45:44,Ntapss
Cinta 123,1,2023-09-04 12:32:21,Gak berfungsi udah selesai tapi tidak bisa aku dah ulangi lagi tapi tidak bisa
Pengguna Google Maps (Review),5,2023-09-04 12:21:13,Oke
Ceplak Sudira,2,2023-09-04 12:11:00,Saya kesulitan masuk kembali padahal password & email sudah saya simpan
Wp Gamerz,4,2023-09-04 11:49:46,Aplikasi yang bagus
Syed Sport,5,2023-09-04 11:45:49,Nice tpi lier
Dimas Prayoga,1,2023-09-04 11:38:12,"Ribet bikin akun ngituin tanggl kelahiran aja kgk ketrigger"" tinggl bikin tomboll oke aja susah lu su"
Brayen Ngamelubun,1,2023-09-04 11:36:07,Tolong dong di perbaiki pas mau login milih tanggal lahir tombolnya hilang
Anak Baik,5,2023-09-04 11:22:43,Very nice
Erwinn Ardian,5,2023-09-04 10:59:08,Nice apk sir 😅 🗿🗿🗿🗿
Agusyanto Cung Djie Tian,5,2023-09-04 07:10:27,Tidak ada pilihan bahasa Indonesia
Andrik Setiawan,1,2023-09-04 06:42:57,Susah login nya udh ku tulis bener tetep gk bisa
Zimm Aja,5,2023-09-04 06:17:39,"Aplikasi yang bagus saya suka, sedikit saran tambahkan bahasa Indonesia biar makin keren😁"
FIKIH YT,1,2023-09-04 06:06:04,Kenapa coba pas verifikasi no code udh bener malah kadaluwarsa satt tolong dong di perbaiki gk saya doang yang kaya gini
Parel Ibrahim,3,2023-09-04 05:33:51,MOHON MAAF YA INI KO GAK BISA LOGIN PADAHAL MASUKIN EMAIL NYA UDAH BENER PASSWORD UDAH BENER TAPI KOK MASIH GA BISA LOGIN JADI SAYA KASIH BINTANG 3 DULU YA
Noval Adi Candra,5,2023-09-04 05:20:08,Bagus bet
Alif Zildjian,1,2023-09-04 00:56:08,Gabisa login lol
Oid Lembayung,4,2023-09-03 17:56:50,"Sangat menyita waktu, sangking serunya sampe lupa, waktu"
Alif irsyadul Ibad,5,2023-09-03 17:33:20,Good app l like
pungky Ari wibowo,4,2023-09-03 15:05:53,Boleh lah
HendarRiohmdpi,5,2023-09-03 14:55:00,hendarRiohmdpi
syahdan syahutama,5,2023-09-03 14:43:41,"I like it but there is no Indonesian, so please add Indonesian"
Iqbaal Muhammad,1,2023-09-03 14:43:22,Sertakan fitur Bahasa Indonesia
Agenor Fantasia,1,2023-09-03 14:40:18,Gem gajelas
Lina Nurseptiani,2,2023-09-03 13:01:50,Lebih di perbaiki lagi masih sering ada bug
Rapi Yansyah,4,2023-09-03 12:12:29,Nice experience
Afrizal,1,2023-09-03 09:18:11,Apk gjls capca ny susah bngt hdeh
Pramesw An,1,2023-09-03 08:07:57,"abis di update gak bisa dipake sama sekali. voice chat nyambung tapi gak bunyi + ngeliat stream muter2 tok. pernah join yg versi beta trus udah keluar, ku uninstall, reinstall, yg ke install tetep versi beta. udah 3x kayak gitu sama aja. dahlah."
Rizki Fadillah,4,2023-09-03 08:00:13,Gak tau vtrn
Sultan al Fatih,5,2023-09-03 07:54:11,Bagus
Rifki Want Ollie,5,2023-09-03 07:00:30,Bisa Buat Ngehode 🗿👍
MULIYANA Mol mol,5,2023-09-03 06:53:35,"Aplikasi discord Dangan bagus ,ad viltir seperti WhatsApp pokok nya bagus la"
Hosea Felidy,5,2023-09-03 06:04:20,Bagus
Pengguna Google,5,2023-09-03 06:03:16,Bagus suarany tidak feedback
Alfin Cloud,5,2023-09-03 04:06:30,Tolong dong min tambahin bahasa indonesia biar lebih banyak pengguna dari indonesia
Denis Vian,1,2023-09-03 03:54:24,"Apk ga jelas,padahal saya udah masukin link ke DC teman saya,eh malah ga muncul DC nya"
Gede Hendra,1,2023-09-03 02:58:39,Ga bisa register Cok. Gara-gare age of birthnya ga bisa di select anjng
Itel A26,1,2023-09-03 02:20:29,Ini aplikasi berapa kali gw register cuma dapat drink doang dan semua salah gw udah bener
Scott FANDER,5,2023-09-03 01:41:43,Bisa di pake buat ngentod
Al Ghaissan,1,2023-09-03 01:34:46,"Aplikasi gak jelas kode verifikasi nya ga dikasih saya udah nunggu 4 jam gak dikasih ke SMS/Email, membuat saya membuang-buang waktu doang"
alexander yeager ackerman,1,2023-09-03 01:01:05,aku gabisa login wlee gadapet sms verifikasi wleee
chaser fanboii,1,2023-09-02 16:13:16,update terlalu sering
Zikri Hendrawan,2,2023-09-02 14:18:11,Masih banyak bug nyaa
Barxz Store,1,2023-09-02 13:42:15,Gak bisa login anj anj
AHMAD RIZKY,3,2023-09-02 13:18:32,"Dc lagi banyak bug jadi saya kirim 🌟 3 dulu, masa verifikasi gak bisa²"
Rehan Sahrul ramadhan,3,2023-09-02 13:15:29,Tolong dong di benerin DISCORD nya masa masukin email udah bener pw nya jugaa udah bener masih aja ada yang salah padahal aku udah masukin password nya udah bener masa masih salah ajah tolong di benerin
Ihsan Fathurrahman,1,2023-09-02 11:42:08,"Suara tidak terhubung satu sama lain... Udah d setting, udah di uninstall. Tetep sama."
Mitra Mahakam,5,2023-09-02 10:43:24,I NEED FREE BABAX
Mahario Saputra,1,2023-09-02 10:31:33,APLIKASI NGEBUB AJG
Dafa Dafa,5,2023-09-02 09:44:14,Bagus buat nyari teman
Rif,5,2023-09-02 07:48:26,Wowo
Wisnu Wisnualdiyansah,1,2023-09-02 07:12:35,Kenapa ya pas gua lagi mau masang tanggal dan tahun ulang tahun gua pasti enggak bisa semua udah gua acak tanggal nya tetap enggak bisa hadeh bikin gua lelah aja
Mas Bro,5,2023-09-02 06:58:56,MAS BRO GARUDA SAGITARIUS
Dozkan 02,1,2023-09-02 06:32:52,"Banyak bug nya mau verifikasi susah mau longin ulang susah, longin ulang selalu gak bisa katanya password nya salah padahal bener"
Muh. Mughni W,5,2023-09-02 02:18:30,😍
Pengguna Google,5,2023-09-02 00:53:33,Gua kasih
Riz noob,1,2023-09-01 17:15:39,Ngentoto
Fazli Mawla,1,2023-09-01 16:05:00,jadi sering bug gada suaranya
Abang Ju,5,2023-09-01 15:17:30,Bermanfaat
Chika,1,2023-09-01 14:39:38,Kalau login ribet malesin gak jadi download suer greget
Krisna Gita Jaya,3,2023-09-01 13:53:43,There is a bug that we can't play our video after we posted or upload it in the server
anggit prastia,5,2023-09-01 13:28:15,Aku sepuh
Jourenco Rantererung,1,2023-09-01 12:49:58,Lol banyak bug fix dulu lah
Mekel gunawan,1,2023-09-01 12:39:51,"Registrasi aja susah,masuki tanggal lahir gak bisa2"
Asih Suhandoyo,5,2023-09-01 11:28:40,The best
m rayan,4,2023-09-01 10:36:38,Gak ngelag saat dibuat nonton live
Ziadss,1,2023-09-01 10:32:20,Apk gajelas setiap gw mau verify email salah mulu aneh
Pepe Surono,3,2023-09-01 10:23:34,Fgfx look joking dbnno nkmk on j
Zevano_,1,2023-09-01 09:47:14,"Kecewa Discord Saya Sering ForceClose , Dan Tidak Tau Cara Peebaikinya.. Terus Tolong Bantu Jga Saya Untuk Menyelesaikan Masalah Ini 🙏"
GraceBannet,3,2023-09-01 07:29:19,Banyak banget scammer sama spammer di discord. Tapi apk nya bagus sih
MUHAMMAD ERLAN ABDILLA,5,2023-09-01 04:07:39,Saya kasih bintang 2 dulu
Ryby Piscesia,5,2023-09-01 03:10:39,Can control volume of music bots after update now. Dev listened us.
Dyno Tri Laksana,1,2023-09-01 02:15:52,"ini kenapa ga bisa verifikasi email? eror kahh bisa login pake nomor hp tapi ga bisa verifikasi email, prikk anjir"
Uus Setiawan,5,2023-09-01 01:48:09,Admin tolong ..Aku hanya ingin mengubah bahasa to (Indonesia) ...Adain fitur ganti bahasa mind
Tubagus Tajudin,1,2023-09-01 00:53:38,Banyak bag tolol verivikasi ngga ke kirim²
Muhammad Ilham,5,2023-09-01 00:07:35,Nice
24_M. Rijal Dwi Rozaki,2,2023-09-01 00:06:03,Where is the Bahasa Indonesia Localization?
Aril Arill,2,2023-08-31 23:12:40,Gk bisa verifikasi phone number
Cinta Mommy,5,2023-08-31 22:32:38,Di apk ini bisa mencari rekomendasi film dan anime yang keren dan bagus jadi gw kasih bintang 5
Danish Sajid,1,2023-08-31 22:17:04,Verivikasi gak bisa
yolo loyo,4,2023-08-31 16:45:00,"Overall bagus, minus nya ada pada saat saya sedang bermain , suara saya tiba tiba tidak bisa didengar oleh teman saya, semoga segera di perbaiki ya discord."
19.41_Sandy Rizki Saputra,1,2023-08-31 16:06:10,Gak ada opsi pakai bahasa indonesia
RICA RICA,1,2023-08-31 15:15:24,anjg bet woi knp harus ada kata verif sih anjg
JEP Marine,5,2023-08-31 13:06:47,ok
Aselole,3,2023-08-31 12:32:55,"tambahkan bahasa indonesia, dan fitur"" nya dibuat lebih dimengerti"
AF ID,5,2023-08-31 12:26:42,MANTAP COKK BUAT MABAR EPEP 😁🥰🗿
gabu juA,5,2023-08-31 12:01:14,WELL
Irfan Fan,5,2023-08-31 11:17:13,Sangat bangus
02. YOSI ADRIAN RAMADHANI,1,2023-08-31 10:55:10,"Kebanyakan erornya gaje, apk rusak verify kebanyakan dh ga masuk akal"
habil karim,1,2023-08-31 10:51:02,"Saya gak bisa login di discord saya udah memasukkan nomor telepon dan verifikasi kode tapi pas saya masuk ""unable to register """
Reyfan A. K,1,2023-08-31 10:20:23,Gajelas
Matthew Cong,5,2023-08-31 10:09:00,Nice apps
F Z I YT,5,2023-08-31 06:38:33,Good
Kpk Cell,4,2023-08-31 06:24:35,Bagus bangett
ZioNis Al azis,5,2023-08-31 06:19:31,Kontakkkkkk
Widya Sinaga,1,2023-08-31 04:30:46,"Kaga danta, ngebug Mulu connecting mulu gabisa onmik padahal sinyal bagus"
Mahin dra,5,2023-08-31 02:51:39,kelazzzzzz😋😋
Muhammad Fauzi,1,2023-08-31 01:19:23,Ni apk suka error gk jelas keluarlah apalah
Malik wijaya123,5,2023-08-30 20:08:25,Untuk sekarang OK.
Deadly Official,5,2023-08-30 18:05:33,Semoga ada bahasa Indonesia nya
Milishwarts,5,2023-08-30 15:59:06,Ok
Putu Sandi,5,2023-08-30 15:52:21,Good projek
Arya F,1,2023-08-30 14:56:32,loginnya ribet
nad f,4,2023-08-30 13:59:18,I think nice
Jhohan,1,2023-08-30 13:36:55,Perusahaan tolol masak saya masang kode sesuai SMS ga bisa padahal sama di salahkan kok tolol ya perusahaannya
Arya Romadon,5,2023-08-30 13:03:57,seru
Wildan Wijaya,1,2023-08-30 12:53:58,"Ko sering error ga ada suaranya, tolong perbaiki dong kak.."
Sangkan Made Bagus Pratama,3,2023-08-30 12:41:09,Loginnya susah bgt
Nabil Syadid,3,2023-08-30 11:53:05,Sebenarnya ini aplikasi sudah bagus tapi kenapa pada saat saya membuat akun saya tidak bisa membuat akun karna tombolnya ngak bisa dipencet setelah masukin code vertifikasi padahal saya tidak melakukan kesalahan apa apa bahkan saya sudah mencoba berkali kali dan sinyal saya bagus mohon untuk dijelaskan pihak Discord jadi sementara saya beri bintang 3 dulu
Samsung Arti,1,2023-08-30 10:40:48,Fornoh
mang Ajid,4,2023-08-30 10:06:44,"Hi, I don't know if this is good or not, so I'm rating it 4 stars okay"
Natasya Ayu,5,2023-08-30 09:38:26,Semoga disini bisa berkembang
Rakar Galu Sukma Pramana,1,2023-08-30 05:27:14,"Jelek, mau login gak bisa ngapain ae developernya ini"
Ahmad Fauzi,5,2023-08-30 05:18:05,Nice
Ojan Mv,5,2023-08-30 04:08:57,BG Tolong Diperbaiki Karena Buat Akun dan Masuk Discord Connecting Terus dan problem pada saat login akun
Daffa Haikal,5,2023-08-30 01:51:19,Ytta
kefli nandana,4,2023-08-30 01:45:16,Bagus tapi ada sedikit bug yang dimana tiba tiba keluar sendiri dan rorce close
edmond dantes,5,2023-08-29 19:40:45,satu kata .. luar biasa
Susu Soda,4,2023-08-29 17:58:58,I think this app is good
Asep Irawan,3,2023-08-29 15:35:06,Kenapa tidak di sediakan bahasa indonesia Padahalkan pengguna dc di indonesia udh banyak
Afano 1,5,2023-08-29 15:33:57,"Keren,tapi saya tidak punya teman di discrot saya selalu berbicara kepada dank atau dyno 😢😢🤧🤧"
