score,at,content_stemmed
1,2023-12-09 12:11:06,ndak ndak login
2,2023-12-09 12:07:49,akun dc lupa email mas kait nomor telepon login verivikasi kirim email hilang
1,2023-12-09 12:06:31,verifikasi nomor bikin susah hidup
1,2023-12-09 11:54:09,masuk login susah banget buang buang doang login ngulang
5,2023-12-09 11:42:46,terimakasih cepat merespon maaf kesal susah login verifykasi
1,2023-12-09 11:41:44,login susah login pake google
1,2023-12-09 11:16:52,knp log out trus akun suka
1,2023-12-09 10:47:07,update baru jelek susah cari chat tenggelam masuk channel nya searching gw meriksa chanel gitu ngecek mana chat coba liat update masuk server chanel mana nyari dmna letak chat ny langsung kecewa update
1,2023-12-09 09:23:15,kau bilang kawan kena banned mulu nang akun oh ya kawan eh nggak kawan tolol
1,2023-12-09 08:46:38,email ku tolak
1,2023-12-09 08:26:17,update nya bikin jd lot banget balikin versi sblm nya
5,2023-12-09 07:15:51,bagus versi bug
1,2023-12-09 07:04:16,verifikasi nomor telepon
1,2023-12-09 05:18:56,update buruk cari chat server cari chat langsung server
1,2023-12-09 02:15:56,suka hilang suara main
1,2023-12-09 00:56:09,update buruk kembali versi
1,2023-12-08 19:26:43,update kirim terima gambar
2,2023-12-08 19:17:51,jelek layout buruk fitur kembali tampil kecewa layout android jelek biasa kembali tampil very ugly very bad layout no display restore feature this makes me very very disappointed the android layout is very very ugly i m not used to it restore the og layout
1,2023-12-08 18:46:28,layout baru fungsional layout kebih mudah navigasi ayo kembali layout
1,2023-12-08 17:02:51,enak pakek sound nya kyak bug jadk pelan
2,2023-12-08 15:00:46,update bug fine ajaa sy sm temen share screen pas play video tiba disconnect gitu trus kek pas buka voice call private stengah lauar item anehhh bangett
5,2023-12-08 14:46:47,mantab
1,2023-12-08 14:46:25,napa ribet banget dah
1,2023-12-08 14:05:35,balikin versi woy liat tmn online server ngeliatnya hrs cari bikin ribet woy
2,2023-12-08 13:44:19,opsi layout suka layout
5,2023-12-08 12:52:38,bagus fitur fitur tapet kacuk nya ah ah ah ah ah
4,2023-12-08 12:50:15,bug in chat room kadang layar ngelebar samping posisi vertikal
1,2023-12-08 12:22:00,bug update kali
5,2023-12-08 10:43:34,situs eror ya
1,2023-12-08 10:41:32,login nyuruh verifikasi nomer gabisa udah bener
1,2023-12-08 09:35:32,alas fitur search comment udh working kayak versi
1,2023-12-08 09:25:59,update nyaman tampil berat fitur hilang
1,2023-12-08 09:18:28,sih registrasi password password cocok udah gunta ganti tetep cocok
1,2023-12-08 09:05:32,kembali mode member geser layar kanan kiri bagus ubah
1,2023-12-08 07:58:25,bikim banned lucu ya
5,2023-12-08 06:51:11,moga bangkrut
1,2023-12-08 06:27:23,semenjak update ngebug sih gw kirim foto video server kirim chat pribadi teman
2,2023-12-08 05:47:49,tampil baru chatting voice
2,2023-12-08 05:41:28,update susah online server
1,2023-12-08 04:35:48,update buruk mao liat orang server pencet tombol updatenya praktis bikin ribet kasi fitur gitu biar keren kali ya
1,2023-12-08 02:16:57,update ui nya bikin ribet ngak kaya mending uninstal ganti whatsapp
3,2023-12-08 01:35:55,apasih liat list member sulit
1,2023-12-08 00:32:21,update lag
1,2023-12-07 23:30:07,semenjak update jadi meng cih video suara muncul gambar nya hitam putar video discotd item banget njing
1,2023-12-07 14:59:14,mendowload
3,2023-12-07 14:56:42,nya suka nge stuck gitu relog ya gitu trus kadang bener kadang gitu tolong
2,2023-12-07 13:58:36,pas login pakek nomer hp pas masukin kode sms gabisa masuk stuck
1,2023-12-07 13:37:27,force close registrasi buruk kali
3,2023-12-07 12:48:14,napa update voice nya jp hp pindah speaker kaya telpon pake loud speaker kencang suara nya
5,2023-12-07 10:39:34,efektif bug
1,2023-12-07 10:16:22,habis upgrade ribet
1,2023-12-07 08:42:57,verifikasi nomer telpon enter babi
1,2023-12-07 06:49:04,suara nya mantul ya
1,2023-12-07 05:38:26,tampil gajelas bagus versi sblm nya labih praktis ribet dipake tolong tampil search nya dibenerin kya text panjang bawah kya paragraf tolong bngt
5,2023-12-07 05:24:01,makasih ya udh balikib duid
3,2023-12-07 05:19:36,bagus tampil
1,2023-12-07 05:07:23,mending versi nya
1,2023-12-07 02:57:51,duh dah login email udh pasword pakek gabisa register pakek akun udh invalid aneh
1,2023-12-07 01:43:26,suka tampil ui ny tolong kembali fitur show new layout user pilih tampil
1,2023-12-07 01:25:07,sekuriti kode gajelas kode udah gaje
5,2023-12-07 00:49:25,tingkat ubah ramah guna suka
2,2023-12-07 00:42:27,update jelek banget pindah dm server lot parah mending tampil kaya gausah ubah
4,2023-12-07 00:08:33,buruk
4,2023-12-06 23:18:14,atleast bagus smua cmn pke hp tuh bug nya banget nyaman make nya
5,2023-12-06 21:44:52,mohon bahasa indonesia
1,2023-12-06 14:23:51,system nya ketat system suruh verifykasi no invalid tolong bantu buka akun
1,2023-12-06 13:39:17,update baru berat harap optimal lag voice scroll chat
1,2023-12-06 13:33:30,update gajelas bingung pakenya
1,2023-12-06 11:46:51,coba kali masuk wifi aman e mail password bener sih dah
1,2023-12-06 09:57:21,diskord plikasi ter debest si gw suka banget
3,2023-12-06 04:50:58,senang download pas register username password suruh isi lahir tanggal lahir lahir pas isi tanggal lahir muncul tulis unable to register tulis verify by hcaptcha muncul tulis unable to register tolong tau maksud
1,2023-12-06 04:43:19,verif no telp susah kode udh eror invalid gajelassss
1,2023-12-06 04:29:26,nerima kode verifikasi gimanai ing tolong baik
4,2023-12-06 00:29:15,bicara mati
1,2023-12-05 23:50:26,pencet
5,2023-12-05 23:14:14,email bener sandi dah masuk apk susah bener tolong mudah min
1,2023-12-05 17:39:48,register kesal tolong baik
1,2023-12-05 17:12:28,gabisa pencet
1,2023-12-05 17:06:15,koq bsa register tlong donk d prbaiki
2,2023-12-05 15:00:44,terkadang bug ganggu aktivitas kerja
2,2023-12-05 14:54:34,jalan android bug buat lag kali dar kirim pesan sederhana
1,2023-12-05 13:27:50,isi verifikasi nomor handphonetetap masuk nomor mohon baik sekian kritik
5,2023-12-05 13:26:19,suara ya pake headset
1,2023-12-05 12:11:29,dc gw knpa muter bot musik suara bngt pdhl volume udh full bot ponsel
5,2023-12-05 11:40:43,costumer service fast respond bantu milik
3,2023-12-05 07:30:12,bugnya bener bener ya udah log in besok pas masuk dicord suruh log in ulang eh malh mencet apk mohon baik
3,2023-12-05 06:19:57,bagus tolong ya ngevoice temen connecting nya banget sinyal internet bagus loh
1,2023-12-05 04:59:03,login susah banget verifikasi nomor valid nomor
1,2023-12-04 14:15:28,apk garing login ribet banget masukin password
1,2023-12-04 12:10:29,apk cacat bnyk bug
3,2023-12-04 12:05:45,server
5,2023-12-04 10:08:25,mantap wir komukasi teman lo kasih bintang lo
1,2023-12-04 06:44:22,anjir ram gb ngetik delay parah kadang suka disconect
1,2023-12-03 14:20:23,tolong baik bug jaring jaring bagus pakai wifi coba gabung server connecting hubung buka youtube sinyal nya lancar developer tolong baik nyaman
1,2023-12-03 11:17:06,waktulalu ken kasih bintang pas hapus pakek login akun pas akun udah kali coba
1,2023-12-03 09:57:53,gajelas gaboleh register download abis register izin register
5,2023-12-03 07:21:37,keren manfaat
5,2023-12-03 04:01:10,saran tambah fitur double account maksud double account akun login gampang switch account
1,2023-12-02 18:42:28,anj g daftar susah lu masukin nomer telpon verifikasi pencet emang apk bab
1,2023-12-02 12:51:03,banget kendala buruk
5,2023-12-02 10:22:36,sgt bantu ajak teman gabung saat jg
3,2023-12-02 07:33:12,puas kadang suara hilang bug tolong baik
2,2023-12-02 05:37:07,sampah kadang waras kadang buka nutup black screen gilir kagak buka banget ngebuka sulit orang pake dc komputer
3,2023-12-02 05:13:55,bug resah sinyal bagus bilang jelek login udah hapus download ulang tetep udah versi baru tolong fix bug online server jalan tugas moderator server
2,2023-12-02 05:12:42,main discrod ku email gw bener
2,2023-12-02 03:28:35,tolong baik pasu kode verifikasi karna suka masuk sms
1,2023-12-01 23:11:19,ku kasih bintang login akun mlh kode invalid mu baik lgi
2,2023-12-01 17:25:38,dipake android ngebug mulu sih kesel banget ganggu banget asik ngobrol
1,2023-12-01 16:14:26,daftar sulit daftar pakai nomor kode nya masuk daftar pakai email sandi nya salah masuk pakai akun sandi nya salah sandi nya pakai sandi
2,2023-12-01 12:15:56,ramah guna android butuh sabar atur urut role channel
1,2023-12-01 10:46:01,enak beli nitro pusing capek beli kali yaa
1,2023-12-01 08:29:27,akun susah akun susah bikin orang pusing
1,2023-12-01 07:01:39,pas voice call bareng teman layar mati nyala hp aman voice call layar mati nyala tolong bug baik resah
5,2023-12-01 02:34:28,keren
1,2023-11-30 17:33:43,susah bngt didownload
2,2023-11-30 10:05:32,login sangkut akun google nya
1,2023-11-30 07:32:52,email kirim
5,2023-11-30 03:23:29,layar baik kadang komunikasi fitur fitur nya bagus bagus
3,2023-11-29 19:30:20,suruh verifikasi nomor pas masukin kode malam masuk
1,2023-11-29 11:49:48,bug nya veritivikasi code
1,2023-11-29 08:59:51,update rusak file hilang
5,2023-11-29 05:22:25,bahasa indonesia
5,2023-11-28 17:17:29,bagus suka ajak ngobrol
5,2023-11-28 16:57:30,suka bantu teman komunikasi game
1,2023-11-28 12:33:22,kasih bintang pas login pas ganti sandi tolong benerin
1,2023-11-28 12:12:27,nyala audio
5,2023-11-28 07:58:40,seru cari teman main
3,2023-11-28 07:23:51,developer tolong baik verifikasi nomor kali kali tulis nomor hp muncul code is invalid
1,2023-11-28 06:48:07,halah apk add email password does not match korban nya tll
5,2023-11-28 05:52:02,nice maka teman
1,2023-11-28 04:34:19,verifikasi nomer terang kode kadaluarsa nomer pakai pakai akun
5,2023-11-27 23:55:22,tittle event tsunade dah hilang tittle
1,2023-11-27 15:58:07,woi bug lu bener in ajing masuk in no kena limit
2,2023-11-27 12:26:47,kasih bintang bgus tambahin
1,2023-11-27 10:58:44,banned admin
1,2023-11-27 10:25:30,login gnti pasword akun
5,2023-11-27 05:51:29,apk temen mabar pokok dbase dah
1,2023-11-27 01:49:05,tolol login susah kali asu pake acara cek cek gmail pepek asu udah bolak
2,2023-11-26 12:56:05,email does not exits dah masukin akun ku
5,2023-11-26 12:53:03,senang
1,2023-11-26 11:55:19,akun disable alas rugi orang request kembali akun tolak coba
1,2023-11-26 08:56:49,dc main mati
1,2023-11-26 08:10:54,meenyulitkan login verif code isi nggak verif tolong loginnya mudah
5,2023-11-26 04:54:49,bagus bug susah si pas verifikasi
4,2023-11-26 04:03:20,sedia bahasa indonesia
1,2023-11-26 01:36:27,saldo sedot ngapa ngapain kesal kecewa
1,2023-11-25 12:08:53,gimana jelek gin ngk on voice sma video call tolong mending hapus aj ngk bego
1,2023-11-25 09:02:54,maaf kasih bintang gambar jelek suara jelek
5,2023-11-25 06:37:45,cocok masyarakat
1,2023-11-25 06:35:37,tolong tolong kali enak main roblox teman voice putus panggil main roblox teman teman panggil nya mati tolong update tingkat terimakasih
5,2023-11-25 06:04:53,bantu info info event game
1,2023-11-25 02:24:00,lambat
1,2023-11-24 13:18:11,semenjak update jelek gin bug tolong baik
5,2023-11-24 12:26:06,hebat kali soalnye ade cakap bareng kawan iya to keren ku kasih bintang lime
1,2023-11-24 10:12:07,males gunain dc semenjak gabisa akun
5,2023-11-24 10:03:49,geme cocok geme samp makasih min
1,2023-11-24 08:37:21,aneh nih masak masuk pake akun
1,2023-11-24 07:30:00,update bug bugnya kadang pencet
1,2023-11-24 03:47:32,biar gw masuk web anjg
4,2023-11-24 02:55:59,seru manfaat koneksi
1,2023-11-23 17:05:14,apk rusak no hp masuk email kadang masuk rusak hapus apk
1,2023-11-23 15:26:02,open cam gada woi muncul muka
2,2023-11-23 13:06:19,akun kena akses batas
5,2023-11-23 12:43:13,keren
1,2023-11-23 12:39:25,aneh dwn apl terinstall ulang aneh
1,2023-11-23 12:23:58,masuk dc
5,2023-11-23 12:01:07,senang
1,2023-11-23 09:45:31,login susah verif dobel loding pdahal jaring mbps
1,2023-11-23 08:27:39,kumpul pembokep
5,2023-11-23 06:37:39,wolah gg
5,2023-11-23 06:33:11,bejirrlahhh
5,2023-11-23 06:11:37,suka p
4,2023-11-23 01:39:53,mula kondisi
2,2023-11-22 14:49:34,tolong dc suka ngebug mulu ya suka force close suka nge lag
1,2023-11-22 12:17:38,dc update emoji biar jamet gitu aneh lho emoji hd bagus sesuai built in device emoji
1,2023-11-22 11:37:46,ngebug trus tanda sendnya suka ngilang update bug nya betulin
1,2023-11-22 10:55:42,nitro langgan alami bug mana habis tentu tolong benerin bugnya batal nitronya akun tulis pending cancellation kecewa bugnya kena bugnya teman langgan nitro nitronya habis tentu
3,2023-11-22 09:12:50,mohon maaf developer developer baik ulang ulang login mohon baik ya developer salah mohon pemberitahuannya developer
1,2023-11-22 08:55:58,bet ni verify your phone terima terima
5,2023-11-22 07:38:12,tolong tambah bahasa indonesia atur pilih bahasa
1,2023-11-22 06:54:48,freeze buka foto tolong baik
5,2023-11-22 06:45:13,bantu manfaat
5,2023-11-22 05:41:32,bantu manfaat
1,2023-11-22 03:30:21,jaring bagus kenceng pas lambat lot tambah pakai ngelag ngirim pesan suara ngelegnya parah banget tambah telepon suara dengar jelek banget karna teman teman udah unistall tolong baik
1,2023-11-22 02:37:12,update masalah suara suka putus putus hilang nitro langgan tahun
2,2023-11-21 13:07:33,log in
1,2023-11-21 12:12:37,banget login alamat email udah sandi salah
4,2023-11-21 11:30:11,halo discod keluh main game voice chat teman voice chat mati mengangu tolong baik sekian terima kasih
3,2023-11-21 09:12:48,poco m pro sharesceeen
1,2023-11-20 14:33:35,apk babi login acigala human ya login huma dongo ya kali banteng login kaco nih apk
3,2023-11-20 11:54:45,maaf susah login tulis sesuai angka mohon baik tks
5,2023-11-20 11:09:10,game bagus chat game mabar gta rp terima kasih doscord
4,2023-11-20 09:58:22,apk bagus kadand kadang ngeleg kasih bintang dlu hehe apk bagus maksih buat apk
4,2023-11-20 09:20:29,ni login ama register napa yah email nomor password tpi apanyayang salah
5,2023-11-20 07:11:18,multiguna obrol teman grup fiturnya
5,2023-11-20 04:54:12,nya bagus masuk register mohon baik lah
1,2023-11-20 03:34:59,kntl abis update jarang suara kntl
1,2023-11-20 03:04:41,update bug hadeh
5,2023-11-19 17:05:41,meng instal
3,2023-11-19 14:04:21,gabung voice dengar suara nya nya
4,2023-11-19 11:15:53,fitur fungsi
2,2023-11-19 04:52:46,recomended log in susah pindah pindah email kadang gagal udh bener sesuai langkah langkah
1,2023-11-19 04:40:38,gin sih masuk udah bener sih cocok hantam
3,2023-11-19 04:04:22,register pas ken bikin akun tulis unable to register pengenjoin grup
5,2023-11-19 01:18:55,tolong nya baik ya nya coba tolong baik thanks you
1,2023-11-19 00:13:58,kecewa
1,2023-11-18 12:57:10,apk pling tolol pernh
1,2023-11-18 12:28:04,update detik rasa berubahhh
1,2023-11-18 12:15:10,bahasa indonesia
5,2023-11-18 11:58:43,manfaat kalang anak muda mudah paham tambah teman
1,2023-11-18 11:58:41,verif nomor nomor kasi valid
5,2023-11-18 10:31:28,baik buka tread crash
3,2023-11-18 07:01:36,ganti username pakai password passwordnya lupa
5,2023-11-18 02:32:03,cocok komunikasi dll
3,2023-11-18 02:22:03,bug gimana ya voice out please fix this
3,2023-11-18 01:35:25,banyak bug visual mohon baik optimal dc mobile
1,2023-11-17 16:12:02,bug dengar suara restar hpnya normal smoga bug baik
5,2023-11-17 15:51:27,yatim dc anjj pepek
5,2023-11-17 14:04:45,apk kenang sendiri
1,2023-11-17 13:00:51,upload video buruk
1,2023-11-17 11:52:01,download
1,2023-11-17 11:36:44,mahal premium
4,2023-11-17 11:03:31,sistem nya gimana ni nulis kode nomor pas coba tulis verification code is invalid gimana min tolong baik
4,2023-11-17 09:32:47,bagus game mic bug menggangu
5,2023-11-17 08:42:00,suka apk rekomendasi teman
4,2023-11-17 05:35:34,coba gitu bikin chatnya baca bug nya
3,2023-11-17 04:47:22,update trus libur nya update rusak notif muncul dll
5,2023-11-16 13:17:25,dc bantu d hp susah mendownload dc
1,2023-11-16 13:12:01,bintang udh capek bikin password gabisa
1,2023-11-16 10:20:58,tolong sedia bahasa indonesia translate
5,2023-11-16 10:10:39,
1,2023-11-16 08:44:17,masuk nyimpen asa kucing selesai solat subuh umur sehat manusia pulang ya allah
1,2023-11-16 07:15:48,bug resah verify no telepon gabisa verify human gajelas gambar tolong
1,2023-11-16 06:53:07,sulit daftar
1,2023-11-16 04:20:24,verify muncul kode sms tulis nya sistem invalid pepek kau verify apk rusak
5,2023-11-16 01:13:33,mudah bug
3,2023-11-15 17:17:05,saran adakan bahasa indonesia nya
1,2023-11-15 16:16:58,banget update bagus nggak
1,2023-11-15 15:42:06,login daftar apk lol
2,2023-11-15 12:04:48,ad bag suara hilang
5,2023-11-15 11:44:11,bagus sih komunikasi teman game
1,2023-11-15 10:53:18,lol regis akun gagal anjg
2,2023-11-15 08:57:28,verif alamat email mem verif nomkr telpon dlu baik masuk apk nya
1,2023-11-15 08:48:28,ni sih log in aj susah
3,2023-11-15 08:17:01,tolong baik open screen server dc suara hp tmen bug mohon meperbaiki bug thank you
1,2023-11-15 06:12:25,ngirim kode sms gampang error pas login login
5,2023-11-15 05:12:03,update seru banget dowload
1,2023-11-15 02:10:28,verifikasi akun eror
5,2023-11-15 01:30:10,bagus orang nya ramah coy
3,2023-11-15 00:28:48,eror susah login facebook
3,2023-11-14 22:46:48,gan verifikasi gw bocil
5,2023-11-14 17:58:54,oke bagus ki
1,2023-11-14 16:49:49,aneh suara teman muncul wifi lancar tolong baik
3,2023-11-14 14:47:44,update aneh
5,2023-11-14 09:15:00,paten
5,2023-11-14 09:07:34,join server orang nih terimakasih
2,2023-11-14 04:23:41,verivikasi nomer jelek gmn sih kode nya udh bener
1,2023-11-14 01:37:37,bejat anj gua login pake akun akun nggak anj emng
1,2023-11-13 22:35:03,verivikasi im not robot error pake no pakai kecewa sih rusak
